0.000000	0.000000	2.000000	-0.500000	
0.000000	-1.000000	1.500000	-0.666667	
0.000000	-1.000000	1.333333	-0.750000	
0.000000	-1.000000	1.250000	-0.800000	
0.000000	-1.000000	1.200000	-0.833333	
0.000000	-1.000000	1.166667	-0.857143	
0.000000	-1.000000	1.142857	-0.875000	
0.000000	-1.000000	1.125000	-0.888889	
0.000000	-1.000000	1.111111	-0.900000	
0.000000	-1.000000	1.100000	-0.909091	
0.000000	-1.000000	1.090909	-0.916667	
0.000000	-1.000000	1.083333	-0.923077	
0.000000	-1.000000	1.076923	-0.928571	
0.000000	-1.000000	1.071429	-0.933333	
0.000000	-1.000000	1.066667	-0.937500	
0.000000	-1.000000	1.062500	-0.941176	
0.000000	-1.000000	1.058824	-0.944444	
0.000000	-1.000000	1.055556	-0.947368	
0.000000	-1.000000	1.052632	-0.950000	
0.000000	-1.000000	1.050000	-0.952381	
0.000000	-1.000000	1.047619	-0.954545	
0.000000	-1.000000	1.045455	-0.956522	
0.000000	-1.000000	1.043478	-0.958333	
0.000000	-1.000000	1.041667	-0.960000	
0.000000	-1.000000	1.040000	-0.961538	
0.000000	-1.000000	1.038462	-0.962963	
0.000000	-1.000000	1.037037	-0.964286	
0.000000	-1.000000	1.035714	-0.965517	
0.000000	-1.000000	1.034483	-0.966667	
0.000000	-1.000000	1.033333	-0.967742	
0.000000	-1.000000	1.032258	-0.968750	
0.000000	-1.000000	1.031250	-0.969697	
0.000000	-1.000000	1.030303	-0.970588	
0.000000	-1.000000	1.029412	-0.971429	
0.000000	-1.000000	1.028571	-0.972222	
0.000000	-1.000000	1.027778	-0.972973	
0.000000	-1.000000	1.027027	-0.973684	
0.000000	-1.000000	1.026316	-0.974359	
0.000000	-1.000000	1.025641	-0.975000	
0.000000	-1.000000	1.025000	-0.975610	
0.000000	-1.000000	1.024390	-0.976190	
0.000000	-1.000000	1.023810	-0.976744	
0.000000	-1.000000	1.023256	-0.977273	
0.000000	-1.000000	1.022727	-0.977778	
0.000000	-1.000000	1.022222	-0.978261	
0.000000	-1.000000	1.021739	-0.978723	
0.000000	-1.000000	1.021277	-0.979167	
0.000000	-1.000000	1.020833	-0.979592	
0.000000	-1.000000	1.020408	-0.980000	
0.000000	-1.000000	1.020000	-0.980392	
0.000000	-1.000000	1.019608	-0.980769	
0.000000	-1.000000	1.019231	-0.981132	
0.000000	-1.000000	1.018868	-0.981481	
0.000000	-1.000000	1.018519	-0.981818	
0.000000	-1.000000	1.018182	-0.982143	
0.000000	-1.000000	1.017857	-0.982456	
0.000000	-1.000000	1.017544	-0.982759	
0.000000	-1.000000	1.017241	-0.983051	
0.000000	-1.000000	1.016949	-0.983333	
0.000000	-1.000000	1.016667	-0.983607	
0.000000	-1.000000	1.016393	-0.983871	
0.000000	-1.000000	1.016129	-0.984127	
0.000000	-1.000000	1.015873	-0.984375	
0.000000	-1.000000	1.015625	-0.984615	
0.000000	-1.000000	1.015385	-0.984848	
0.000000	-1.000000	1.015152	-0.985075	
0.000000	-1.000000	1.014925	-0.985294	
0.000000	-1.000000	1.014706	-0.985507	
0.000000	-1.000000	1.014493	-0.985714	
0.000000	-1.000000	1.014286	-0.985915	
0.000000	-1.000000	1.014085	-0.986111	
0.000000	-1.000000	1.013889	-0.986301	
0.000000	-1.000000	1.013699	-0.986486	
0.000000	-1.000000	1.013514	-0.986667	
0.000000	-1.000000	1.013333	-0.986842	
0.000000	-1.000000	1.013158	-0.987013	
0.000000	-1.000000	1.012987	-0.987179	
